,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
7708,486,France,Female,39,8,97819.36,1,0,1,120531.31,0,0,3,PLATINUM,408
6300,614,France,Female,41,3,123475.04,1,1,1,179227.52,0,0,4,PLATINUM,539
2019,706,France,Male,30,3,98415.37,1,1,1,110520.48,0,0,3,PLATINUM,635
9676,585,France,Female,34,1,0.0,1,1,1,75503.6,0,0,3,GOLD,503
5710,778,France,Male,34,5,139064.06,2,0,0,67949.32,0,0,2,SILVER,899
6389,605,France,Female,30,9,135422.31,1,0,1,186418.85,0,0,5,DIAMOND,241
238,668,France,Female,46,2,0.0,3,1,0,89048.46,1,1,1,DIAMOND,943
4980,628,Germany,Male,38,10,113525.84,1,1,0,46044.48,1,1,5,PLATINUM,491
6087,561,France,Female,27,9,135637.0,1,1,0,153080.4,1,1,2,SILVER,567
73,604,Germany,Female,25,5,157780.84,2,1,1,58426.81,0,0,2,SILVER,988
9017,830,Germany,Female,40,8,77701.64,1,0,1,19512.38,0,0,4,DIAMOND,671
3386,766,Spain,Male,41,6,99208.46,2,1,0,62402.38,0,0,4,GOLD,224
8432,479,France,Male,47,6,121797.09,1,0,1,5811.9,1,1,2,PLATINUM,451
6220,807,France,Male,33,10,101952.97,2,1,0,178153.65,0,0,2,GOLD,634
5113,754,France,Female,47,1,185513.67,1,1,0,27438.83,0,0,4,DIAMOND,472
1586,735,France,Female,33,4,0.0,2,1,0,149474.69,0,0,2,DIAMOND,999
7504,654,Spain,Female,32,2,0.0,1,1,1,51972.92,1,1,5,DIAMOND,580
8750,655,France,Female,32,2,0.0,1,1,1,71047.51,0,0,2,DIAMOND,506
890,788,Spain,Male,37,8,141541.25,1,0,0,66013.27,0,0,4,DIAMOND,582
5481,577,Germany,Female,44,1,152086.15,1,0,1,44719.5,1,1,4,PLATINUM,951
7652,704,France,Male,24,2,148197.15,2,1,0,182775.08,0,0,1,PLATINUM,871
6704,436,Germany,Male,45,3,104339.11,2,1,1,183540.22,1,1,3,DIAMOND,304
5018,556,France,Female,51,8,61354.14,1,1,0,198810.65,1,1,4,GOLD,647
6287,690,Spain,Male,32,2,76087.98,1,0,1,151822.66,0,0,1,PLATINUM,308
5614,512,Spain,Female,46,3,0.0,2,1,1,56408.14,0,0,4,PLATINUM,669
8191,644,France,Female,40,10,139180.97,1,1,1,19959.67,0,0,3,PLATINUM,898
9645,695,France,Female,31,5,106089.2,1,0,0,99537.68,0,0,4,GOLD,324
9538,777,France,Male,29,2,0.0,2,1,0,124489.88,0,0,2,DIAMOND,695
9743,752,Germany,Male,32,9,115587.49,2,0,1,101677.46,0,0,5,DIAMOND,722
733,738,Germany,Male,43,9,121152.05,2,1,0,64166.7,1,1,5,DIAMOND,912
767,720,Germany,Male,60,9,115920.62,2,0,0,157552.08,1,1,1,PLATINUM,274
6608,765,France,Male,40,6,138033.55,1,1,1,67972.45,0,0,5,PLATINUM,739
6357,491,France,Female,68,3,107571.61,1,0,1,113695.99,0,0,4,PLATINUM,786
1161,755,France,Male,41,6,104817.41,1,1,0,126013.58,1,1,1,GOLD,224
4968,604,Spain,Male,41,3,0.0,1,0,0,11819.84,0,0,4,PLATINUM,536
2662,669,France,Female,44,8,96418.09,1,0,0,131609.48,1,1,3,SILVER,915
2780,778,Spain,Male,40,8,104291.41,2,1,1,117507.11,0,0,5,GOLD,998
6930,751,France,Male,30,3,165257.2,1,0,0,134822.05,0,0,5,GOLD,485
147,650,France,Male,37,5,106967.18,1,0,0,24495.03,0,0,5,PLATINUM,652
506,691,Germany,Male,30,7,116927.89,1,1,0,21198.39,0,0,1,DIAMOND,813
1921,658,France,Female,35,5,126397.66,1,0,0,156361.58,1,1,3,GOLD,501
7209,653,France,Male,47,6,0.0,1,1,0,50695.93,1,1,2,SILVER,622
1973,693,France,Male,41,4,0.0,2,0,0,156381.47,0,0,4,PLATINUM,448
4082,778,Germany,Female,29,6,150358.97,1,1,0,62454.01,1,1,4,DIAMOND,371
7960,673,France,Male,37,4,0.0,2,0,0,163563.07,0,0,3,DIAMOND,333
7064,718,France,Female,39,3,0.0,2,1,1,145355.11,0,0,2,PLATINUM,709
6385,606,Germany,Female,32,1,106301.85,2,0,1,59061.25,0,0,3,GOLD,469
7352,726,France,Female,38,4,0.0,2,0,0,6787.48,0,0,5,DIAMOND,523
101,623,France,Female,44,6,0.0,2,0,0,167162.43,0,0,2,DIAMOND,520
68,661,Germany,Female,35,5,150725.53,2,0,1,113656.85,0,1,1,GOLD,770
1146,614,Germany,Female,30,3,131344.52,2,1,0,54776.64,0,0,2,PLATINUM,636
7968,592,Spain,Male,45,8,84692.5,1,0,1,67214.02,0,0,5,DIAMOND,551
7578,582,France,Female,39,1,132077.48,2,1,0,192255.15,0,0,3,GOLD,348
4211,792,Spain,Male,47,0,0.0,1,1,1,5557.88,1,1,4,DIAMOND,445
6727,745,France,Female,36,9,0.0,1,1,0,19605.18,1,1,1,SILVER,961
7736,649,France,Female,41,3,130931.83,1,1,1,144808.37,0,0,1,PLATINUM,457
6258,712,France,Female,27,2,133009.51,1,1,0,126809.15,0,0,5,PLATINUM,584
1527,661,Germany,Male,35,8,124098.54,1,1,0,86678.48,0,0,2,SILVER,393
3636,663,Spain,Male,31,4,103430.11,2,0,1,36479.27,0,0,4,GOLD,992
3406,632,Spain,Female,29,7,80922.75,1,1,0,7820.78,0,0,2,SILVER,434
9124,608,France,Male,37,5,146093.39,2,0,0,160593.41,0,0,3,SILVER,808
2354,731,Germany,Male,35,2,127862.93,2,1,0,139083.7,0,0,1,PLATINUM,561
9695,710,Germany,Male,37,6,135795.63,1,0,1,46523.6,0,0,5,PLATINUM,677
1709,850,Spain,Male,30,2,0.0,2,0,1,27937.12,0,0,1,PLATINUM,663
3786,710,Germany,Female,41,9,149155.53,2,1,0,42131.26,1,1,5,DIAMOND,407
5467,573,Spain,Male,33,1,160777.9,1,1,1,149536.15,0,0,5,PLATINUM,409
3298,558,Germany,Male,25,10,111363.1,2,1,0,197264.35,0,0,4,PLATINUM,837
9546,524,France,Male,29,7,0.0,2,1,1,105448.74,0,0,3,PLATINUM,717
1293,641,France,Male,30,2,87505.47,2,0,1,7278.57,0,0,2,DIAMOND,893
711,634,Germany,Male,35,6,116269.01,1,1,0,129964.94,0,0,1,SILVER,989
1677,784,Spain,Female,40,8,0.0,2,1,0,108891.3,0,0,2,PLATINUM,672
130,758,France,Female,34,3,0.0,2,1,1,124226.16,0,0,2,PLATINUM,375
3467,538,Germany,Female,42,1,98548.62,2,0,1,94047.75,0,0,5,DIAMOND,929
4251,601,France,Male,35,2,0.0,2,1,1,118983.18,0,0,5,PLATINUM,552
1475,634,France,Male,26,8,0.0,1,1,0,21760.96,0,0,4,DIAMOND,783
5241,574,France,Male,41,1,0.0,2,0,0,70550.0,0,0,3,SILVER,382
9536,550,Germany,Female,42,10,128707.31,1,1,0,63092.65,1,1,4,PLATINUM,337
4552,610,France,Female,25,2,0.0,2,1,0,123723.83,0,0,3,SILVER,923
6183,611,France,Male,53,3,83568.26,1,0,0,1235.49,0,0,4,GOLD,765
2625,567,Germany,Male,29,5,129750.68,1,1,0,109257.59,0,0,3,GOLD,886
8889,580,France,Female,39,9,128362.59,1,1,0,86044.98,0,0,1,GOLD,456
1753,595,Spain,Female,23,10,101126.66,2,0,0,37042.8,0,0,4,SILVER,586
5574,503,Spain,Female,36,9,0.0,2,1,1,16274.67,0,0,5,SILVER,916
6353,598,France,Male,35,8,114212.6,1,1,1,74322.85,0,0,2,PLATINUM,629
2683,850,Spain,Female,23,9,143054.85,1,0,1,62980.96,0,0,3,PLATINUM,930
1781,793,Spain,Female,36,0,0.0,1,0,0,148993.47,0,0,2,SILVER,847
5497,774,Spain,Female,36,8,117152.3,1,0,0,101828.39,0,0,4,GOLD,707
6231,631,Germany,Male,48,1,106396.48,1,1,1,150661.42,1,1,1,SILVER,336
2004,684,Germany,Male,29,8,127269.75,1,0,1,79495.01,0,0,4,PLATINUM,742
2876,604,Spain,Female,35,7,147285.52,1,1,1,57807.05,0,0,5,PLATINUM,1000
4450,633,France,Male,59,2,103996.74,1,1,1,103159.11,0,0,4,PLATINUM,678
3771,477,Germany,Male,34,8,139959.55,2,1,1,189875.83,0,0,4,DIAMOND,362
4889,691,Germany,Female,41,8,109153.96,3,1,1,148848.76,1,1,1,DIAMOND,736
7130,599,Germany,Male,33,2,51949.95,2,1,0,85045.92,0,0,3,DIAMOND,541
7591,794,Spain,Female,30,1,154970.54,1,0,1,156768.45,0,0,4,PLATINUM,441
5108,650,Spain,Male,55,9,119618.42,1,1,1,29861.13,0,0,4,GOLD,405
1216,572,France,Male,33,5,0.0,1,0,1,41139.05,0,0,4,SILVER,404
7729,850,France,Female,35,2,128548.49,4,1,0,75478.95,1,1,3,PLATINUM,507
2361,686,Germany,Female,43,5,154846.24,2,1,1,151903.6,0,0,5,DIAMOND,546
855,523,Spain,Male,32,4,0.0,2,1,0,167848.02,0,0,3,DIAMOND,480
404,685,France,Male,23,8,0.0,2,1,1,112239.03,0,0,2,SILVER,543
4102,662,Spain,Male,33,3,0.0,2,0,1,68064.83,0,0,2,GOLD,603
6724,752,France,Female,41,8,0.0,2,1,0,139844.04,1,1,1,SILVER,300
1855,785,France,Female,47,9,122031.55,1,1,1,33823.5,1,1,5,GOLD,560
2112,472,Spain,Female,28,4,0.0,2,1,0,1801.77,0,0,3,DIAMOND,633
9735,700,France,Female,32,8,110923.15,2,1,1,161845.81,1,1,2,SILVER,635
6569,581,Germany,Male,38,1,133105.47,1,1,0,105732.9,1,1,3,SILVER,438
4860,748,Spain,Male,36,4,141573.55,1,1,0,82158.14,0,0,3,SILVER,499
5621,569,France,Female,44,4,0.0,2,0,0,134394.78,0,0,1,SILVER,592
6098,570,Germany,Female,57,5,86568.75,1,0,1,103660.31,0,0,5,SILVER,307
1847,590,Spain,Female,37,0,64345.21,1,0,1,61759.33,1,1,5,GOLD,282
1462,616,Germany,Female,41,1,103560.57,1,1,0,236.45,1,1,3,PLATINUM,289
9168,681,France,Female,43,8,154100.3,1,0,0,114659.81,0,0,5,DIAMOND,302
7259,625,Spain,Male,32,7,106957.28,1,1,1,134794.02,0,0,2,SILVER,470
6284,596,France,Male,33,8,0.0,1,1,0,121189.3,1,1,5,GOLD,873
3213,827,Spain,Male,46,1,183276.32,1,1,1,13460.27,0,0,4,DIAMOND,511
1021,485,Spain,Male,32,6,102238.01,2,1,1,194010.12,0,0,4,PLATINUM,784
389,544,France,Female,21,10,161525.96,2,1,0,9262.77,0,0,2,PLATINUM,458
8320,564,Germany,Male,33,3,109341.87,1,1,0,75632.78,0,0,5,SILVER,422
8174,564,Spain,Male,31,0,125175.58,1,1,1,72757.33,0,0,5,DIAMOND,572
6674,654,France,Male,36,2,112262.84,1,1,0,12873.39,0,0,1,DIAMOND,883
6226,762,Germany,Male,46,6,123571.77,3,0,1,57014.17,1,1,5,DIAMOND,655
2606,657,France,Male,32,3,118829.03,2,1,1,73127.61,0,0,2,DIAMOND,343
4668,445,France,Male,31,7,145056.59,1,1,1,175893.53,0,0,4,PLATINUM,946
2182,665,Spain,Male,38,9,0.0,1,0,1,87412.74,0,0,3,GOLD,309
5327,850,Germany,Female,25,8,69385.17,2,1,0,87834.24,0,0,4,SILVER,722
6713,586,France,Female,46,0,0.0,3,0,1,131553.82,1,1,1,GOLD,272
9919,688,France,Male,26,0,0.0,2,1,0,105784.85,0,0,4,PLATINUM,827
8196,588,France,Male,30,3,115007.08,1,0,0,176858.5,0,0,1,PLATINUM,572
8200,767,Spain,Male,47,5,0.0,1,1,0,121964.46,1,1,5,GOLD,273
4482,653,France,Female,42,1,0.0,2,1,1,5768.32,0,0,2,SILVER,397
3504,490,France,Female,37,3,116465.53,1,0,1,24435.77,0,0,5,SILVER,645
3886,710,Germany,Male,34,8,147833.3,2,0,1,1561.58,0,0,5,GOLD,916
9561,678,Germany,Male,36,6,118448.15,2,1,0,53172.02,0,0,3,GOLD,761
5042,850,France,Female,33,3,0.0,2,1,1,11159.19,0,0,4,SILVER,566
305,667,France,Male,31,1,119266.69,1,1,1,28257.63,0,0,2,SILVER,730
2521,638,Germany,Male,25,4,148045.45,2,1,1,114722.42,0,0,2,SILVER,537
3376,644,Germany,Female,40,4,77270.08,2,1,1,115800.1,1,1,3,DIAMOND,748
8710,678,Germany,Female,37,2,113383.07,1,1,1,135123.96,0,0,2,DIAMOND,767
9321,563,Spain,Male,61,1,82182.1,1,1,0,106826.92,1,1,1,GOLD,401
7219,581,France,Male,54,4,89299.81,1,0,0,5558.47,1,1,4,PLATINUM,269
6102,642,Spain,Female,36,6,0.0,2,1,1,97938.59,0,0,4,PLATINUM,285
8480,456,France,Male,29,5,107000.49,1,1,1,153419.62,0,0,4,DIAMOND,405
3456,713,France,Male,33,6,94598.48,1,0,0,197519.66,1,1,5,PLATINUM,621
294,681,France,Male,38,3,0.0,2,1,1,112491.96,0,0,1,DIAMOND,861
7010,639,France,Female,35,8,0.0,1,0,0,164453.98,0,0,4,PLATINUM,535
8835,716,Spain,Male,34,9,0.0,1,1,1,66695.71,0,0,3,DIAMOND,980
8884,686,Germany,Female,38,2,93569.86,3,0,0,10137.34,1,1,4,PLATINUM,844
6676,619,Spain,Male,52,8,0.0,2,1,1,123242.11,0,0,1,PLATINUM,239
8591,678,Spain,Female,39,6,0.0,1,0,1,185366.56,0,0,4,GOLD,965
9382,645,France,Female,38,7,59568.57,1,1,1,167723.25,0,0,3,GOLD,902
8735,728,France,Male,30,10,114835.43,1,0,1,37662.49,0,0,5,PLATINUM,548
9193,597,France,Female,26,8,149989.39,1,1,0,42330.58,0,0,2,DIAMOND,489
9837,750,France,Male,38,5,151532.4,1,1,1,46555.15,0,0,2,SILVER,377
9826,789,Spain,Female,40,4,0.0,2,1,0,137402.27,0,0,2,SILVER,787
7797,502,Germany,Male,33,5,174673.65,2,1,0,33300.56,0,0,5,DIAMOND,419
3834,734,Spain,Female,39,6,92126.26,2,0,0,112973.34,0,0,5,SILVER,872
9400,639,France,Female,31,3,98360.03,1,0,0,20973.8,0,0,4,PLATINUM,607
1763,717,France,Male,38,7,97459.06,1,0,0,189175.71,0,0,2,PLATINUM,676
3165,651,France,Female,39,6,0.0,1,1,0,24176.44,0,0,1,SILVER,283
2615,486,France,Male,63,9,97009.15,1,1,1,85101.0,0,0,1,GOLD,575
3875,704,Spain,Female,37,9,155619.58,1,1,1,135088.58,0,0,5,GOLD,788
7328,850,Germany,Male,56,1,169743.83,1,0,0,155850.4,1,1,1,DIAMOND,757
4065,697,Spain,Male,30,1,0.0,2,0,0,735.79,0,0,5,SILVER,470
6976,701,Spain,Female,39,9,0.0,2,1,1,110043.88,0,0,1,GOLD,693
9830,593,France,Male,32,6,99162.29,1,1,0,128384.11,0,0,5,PLATINUM,501
5343,727,France,Male,47,7,0.0,2,1,0,193305.35,0,0,4,PLATINUM,284
1588,747,France,Male,61,7,155973.13,1,0,1,147554.26,0,0,5,GOLD,527
7375,639,France,Male,77,6,80926.02,2,1,1,55829.25,0,0,5,GOLD,291
5834,793,France,Male,32,2,0.0,2,1,0,193817.63,1,1,2,DIAMOND,442
7670,576,France,Female,29,5,108541.04,1,1,1,126469.09,0,0,5,DIAMOND,843
9114,541,France,Male,36,5,0.0,2,1,0,124795.84,0,0,2,PLATINUM,920
3511,777,France,Female,42,5,147531.82,1,1,1,38819.45,0,0,3,DIAMOND,498
5952,590,Spain,Male,29,10,0.0,1,1,1,51907.72,1,1,1,GOLD,523
7681,641,France,Male,33,2,146193.6,2,1,1,55796.83,1,1,1,DIAMOND,307
9052,768,Germany,Female,47,5,104552.61,1,1,0,48137.08,1,1,4,PLATINUM,245
6443,753,France,Male,92,3,121513.31,1,0,1,195563.99,0,0,3,PLATINUM,307
5362,750,Germany,Female,37,1,133199.71,2,1,1,27366.77,0,0,4,PLATINUM,959
7115,673,France,Female,42,4,0.0,2,1,0,121440.8,0,0,3,GOLD,595
449,778,Spain,Female,47,6,127299.34,2,1,0,124694.99,0,0,2,GOLD,859
6617,678,Germany,Female,54,1,123699.28,2,0,1,105221.76,0,0,1,GOLD,664
6348,699,Spain,Male,31,8,125927.51,2,1,0,147661.47,0,0,2,PLATINUM,240
6240,558,France,Male,27,1,152283.39,1,1,0,183271.15,0,0,1,GOLD,783
8044,835,France,Male,23,9,0.0,1,1,0,19793.73,1,1,4,SILVER,955
8745,663,Spain,Female,28,8,61274.7,2,1,0,136054.45,0,0,4,PLATINUM,244
3097,476,Germany,Male,30,3,134366.42,1,1,0,68343.53,0,0,4,GOLD,709
1061,710,Spain,Female,38,4,0.0,2,1,1,136390.88,0,0,4,DIAMOND,411
9869,521,France,Male,38,6,0.0,2,1,0,51454.06,0,0,4,SILVER,572
3521,627,Spain,Male,49,4,111087.5,1,0,1,146680.25,0,0,5,SILVER,900
3116,753,France,Female,39,7,155062.8,1,1,1,16460.77,0,0,3,GOLD,674
742,635,France,Male,29,7,105405.97,1,1,1,149853.89,0,0,2,PLATINUM,274
8666,687,Germany,Male,35,1,125141.24,2,1,1,148537.07,0,0,3,SILVER,299
719,621,France,Female,43,5,0.0,1,1,1,47578.45,0,0,1,SILVER,777
2523,756,France,Female,24,1,0.0,2,1,0,184182.25,0,0,5,DIAMOND,896
1711,850,Germany,Male,30,5,123210.56,2,1,1,102180.27,0,0,4,DIAMOND,749
6681,602,France,Male,31,7,155271.83,1,1,1,179446.31,0,0,4,GOLD,836
7443,634,France,Female,24,2,87413.19,1,1,0,63340.65,0,0,5,GOLD,505
7952,746,Germany,Female,33,2,107868.14,2,1,1,146192.4,0,0,1,GOLD,459
3463,600,Germany,Male,43,8,133379.41,1,1,0,177378.66,1,1,2,DIAMOND,448
6323,550,France,Male,34,8,122359.5,1,0,0,116495.55,0,0,2,GOLD,702
3314,608,Spain,Female,63,3,139529.93,2,1,1,175696.16,1,1,2,GOLD,961
9311,585,Germany,Male,50,2,125845.66,1,1,0,9439.31,1,1,1,PLATINUM,767
299,627,France,Male,33,5,0.0,2,1,1,103737.82,0,0,4,PLATINUM,499
3189,692,France,Female,42,2,0.0,2,1,0,145222.93,0,0,3,PLATINUM,498
5041,567,Spain,Male,29,8,0.0,2,1,0,156125.72,0,0,3,GOLD,914
8805,850,Spain,Male,39,8,0.0,2,1,1,37090.44,0,0,3,DIAMOND,995
4223,726,Germany,Female,51,8,107494.86,2,1,0,140937.91,1,1,2,PLATINUM,794
944,745,France,Male,36,8,67226.37,1,1,0,130789.6,0,0,2,DIAMOND,296
2139,643,France,Female,51,2,105229.53,1,1,0,34967.75,1,1,2,SILVER,848
3649,597,France,Male,41,4,153198.23,1,1,1,92090.36,0,0,1,DIAMOND,342
3953,652,Spain,Female,33,3,124832.51,1,1,0,195877.06,0,0,4,GOLD,407
4935,505,Germany,Male,43,6,127146.68,1,0,0,137565.87,0,0,5,GOLD,903
7612,678,Spain,Male,28,5,138668.18,1,1,1,54144.01,0,0,1,PLATINUM,408
9283,562,France,Female,27,3,0.0,2,1,0,28137.03,0,0,1,GOLD,942
4649,670,Germany,Male,31,1,142631.54,2,1,1,175894.24,0,0,1,SILVER,804
9072,529,France,Male,43,6,93616.35,2,0,0,98348.66,0,0,5,GOLD,286
3585,757,France,Male,28,7,120911.75,2,1,1,131249.46,0,0,1,SILVER,411
781,774,France,Female,28,1,71264.02,2,0,1,68759.57,0,0,5,GOLD,461
7272,653,France,Female,74,0,121276.32,1,1,1,160348.31,0,0,3,GOLD,582
1037,625,France,Female,24,1,0.0,2,1,1,180969.55,0,0,2,DIAMOND,570
3177,528,France,Female,27,7,176227.07,2,0,1,139481.53,0,0,1,GOLD,875
1050,682,France,Male,30,4,0.0,1,0,1,161465.31,0,0,2,DIAMOND,252
3972,536,France,Female,22,5,89492.62,1,0,0,42934.43,0,0,2,DIAMOND,231
6048,707,France,Female,36,6,0.0,1,0,0,98810.78,0,0,3,PLATINUM,552
2789,705,Spain,Male,44,0,184552.12,1,1,0,68860.3,1,1,3,DIAMOND,295
7932,850,France,Male,40,8,102800.65,1,1,0,60811.56,0,0,3,DIAMOND,833
2550,850,France,Male,42,0,0.0,2,1,0,44165.84,0,0,2,SILVER,377
380,483,France,Female,50,9,0.0,2,1,1,111020.24,0,0,5,SILVER,706
8175,561,France,Female,22,6,186788.96,2,1,0,73286.8,0,0,5,SILVER,964
2175,757,Germany,Female,34,9,101861.36,2,0,0,187011.96,0,0,5,PLATINUM,903
7490,654,France,Female,35,2,90865.8,1,1,1,86764.46,0,0,5,GOLD,647
4003,750,France,Female,26,1,151510.17,2,1,1,19921.72,0,0,5,PLATINUM,433
9575,483,France,Female,30,9,0.0,2,0,0,136356.97,0,0,3,PLATINUM,970
2219,631,Germany,Female,34,6,125227.82,2,0,1,128247.03,0,0,2,PLATINUM,305
1968,488,Spain,Female,39,9,140553.46,1,0,0,12440.44,0,0,3,PLATINUM,243
4924,792,Germany,Male,36,5,115725.24,2,0,0,1871.25,0,0,5,DIAMOND,515
8925,682,Germany,Male,32,2,105163.88,2,1,1,164170.46,0,0,3,DIAMOND,799
3084,770,France,Female,30,8,0.0,2,1,0,100557.03,0,0,5,SILVER,417
9842,638,Spain,Male,30,9,136808.53,2,1,1,106642.97,0,0,5,GOLD,946
7137,630,Germany,Female,28,8,106425.75,1,1,1,20344.84,0,0,5,DIAMOND,266
6069,576,Spain,Male,52,2,100549.43,2,1,1,16644.16,0,0,4,DIAMOND,221
3468,820,France,Female,49,1,0.0,2,1,1,119087.25,0,0,1,PLATINUM,679
9845,590,Spain,Female,38,9,0.0,2,1,1,148750.16,0,0,3,SILVER,575
3670,850,France,Male,28,4,0.0,2,1,1,12409.01,0,0,5,GOLD,242
3682,620,Spain,Male,44,8,0.0,2,1,1,15627.51,0,0,5,DIAMOND,940
9592,668,Germany,Female,28,1,124511.01,1,0,0,114258.18,0,0,1,DIAMOND,529
3611,746,France,Female,21,8,166883.07,2,0,1,194563.65,0,0,3,GOLD,261
419,605,France,Female,28,6,0.0,2,0,0,159508.52,0,0,1,DIAMOND,468
5910,481,France,Female,39,6,0.0,1,1,1,24677.54,0,0,3,GOLD,953
8065,430,Germany,Male,49,3,137115.16,1,1,0,146516.86,1,1,1,GOLD,404
1576,613,France,Female,40,9,95624.36,2,1,1,60706.33,0,0,5,SILVER,573
1970,666,France,Female,41,10,141162.08,1,1,0,50908.48,0,0,2,SILVER,510
2262,572,France,Male,43,2,140431.98,1,1,0,26450.57,1,1,4,DIAMOND,474
8810,674,France,Female,21,9,120150.39,2,1,1,33964.03,0,0,3,DIAMOND,515
3996,604,France,Male,30,5,0.0,2,1,0,75786.55,0,0,1,PLATINUM,468
6766,638,Germany,Female,33,5,129335.65,1,1,1,56585.2,1,1,4,DIAMOND,899
4705,533,Germany,Female,22,10,115743.6,1,0,0,43852.05,0,0,3,GOLD,706
5074,598,France,Male,38,0,125487.89,1,0,0,158111.71,0,0,5,DIAMOND,355
4831,660,France,Male,35,7,0.0,2,1,0,13218.6,0,0,5,GOLD,759
4979,616,Germany,Female,45,4,122793.96,1,1,1,62002.04,0,0,5,SILVER,224
8233,633,Spain,Female,33,4,92855.02,1,1,1,159813.18,0,0,3,SILVER,804
2648,745,France,Male,21,4,137910.45,1,1,1,177235.23,0,0,3,PLATINUM,923
8230,758,Germany,Male,32,4,162657.64,2,1,1,115525.13,0,0,2,GOLD,708
710,540,France,Male,48,0,148116.48,1,0,0,116973.48,0,0,3,GOLD,274
737,525,France,Male,36,2,114628.4,1,0,1,168290.06,0,0,1,SILVER,969
2090,667,Spain,Male,39,9,0.0,2,1,0,68873.8,0,0,5,PLATINUM,535
9529,508,France,Female,41,5,0.0,2,1,1,94170.84,0,0,3,PLATINUM,821
3020,571,France,Female,38,6,107193.82,2,0,0,38962.94,0,0,4,PLATINUM,670
1778,657,France,Female,41,5,95858.37,1,1,1,68255.88,0,0,2,DIAMOND,529
2278,473,France,Female,33,5,125827.43,1,0,1,145698.73,0,0,5,PLATINUM,299
113,675,Spain,Male,36,9,106190.55,1,0,1,22994.32,0,0,4,SILVER,749
5914,754,Germany,Male,27,7,117578.35,2,0,1,87908.01,0,0,2,DIAMOND,662
3197,599,Spain,Male,36,4,0.0,2,0,0,13210.56,0,0,3,DIAMOND,928
7565,708,France,Male,52,10,105355.81,1,1,0,123.07,1,1,3,PLATINUM,755
2657,562,France,Male,29,9,0.0,1,1,1,25858.68,0,0,1,SILVER,512
9244,546,Germany,Female,25,3,132837.7,1,1,0,131647.31,0,0,3,PLATINUM,440
8241,565,France,Male,32,9,0.0,2,1,0,5388.3,0,0,5,DIAMOND,887
2597,592,Spain,Female,40,2,200322.45,1,1,1,113244.73,0,0,5,PLATINUM,482
6643,717,Spain,Female,34,1,0.0,2,1,0,119313.74,0,0,4,DIAMOND,533
3490,453,France,Male,29,6,0.0,1,0,0,198376.02,1,1,3,DIAMOND,791
6861,605,Spain,Male,41,5,103154.66,1,0,0,143203.78,0,0,1,GOLD,380
5848,758,Germany,Male,33,0,129142.54,2,1,1,26606.28,0,0,5,DIAMOND,464
3699,749,France,Male,37,10,185063.7,2,1,1,134526.87,0,0,5,PLATINUM,765
8612,686,Germany,Male,39,3,129626.19,2,1,1,103220.56,0,0,5,PLATINUM,813
3695,571,France,Male,40,10,112896.86,1,1,1,121402.53,0,0,2,GOLD,305
5651,521,Germany,Female,61,0,125193.96,1,1,1,109356.53,0,0,4,GOLD,312
320,525,Spain,Female,57,2,145965.33,1,1,1,64448.36,0,0,5,PLATINUM,337
394,594,Spain,Female,24,0,97378.54,1,1,1,71405.17,0,0,2,DIAMOND,431
5618,656,France,Male,38,10,0.0,1,1,1,136521.82,0,0,1,SILVER,894
8464,850,France,Female,34,4,71379.53,2,1,1,154000.99,0,0,4,DIAMOND,827
6474,695,France,Male,37,2,0.0,2,1,1,99692.65,0,0,1,SILVER,361
5600,786,France,Male,37,7,165896.22,2,1,1,66977.68,0,0,1,GOLD,568
1038,523,France,Male,30,1,83181.29,1,1,1,138176.78,0,0,4,SILVER,246
4356,641,France,Female,42,7,125437.14,2,0,0,164128.58,0,0,3,PLATINUM,551
6934,550,Spain,Male,39,2,116120.19,2,1,1,195638.13,0,0,1,GOLD,805
8753,795,France,Male,32,2,117265.21,1,1,1,198317.23,0,0,2,PLATINUM,333
4960,811,France,Male,42,10,0.0,2,1,1,3797.79,0,0,5,SILVER,750
322,749,France,Male,40,1,139290.41,1,1,0,182855.42,1,1,1,SILVER,381
3583,577,Spain,Male,43,8,79757.21,1,1,0,135650.72,1,1,3,SILVER,270
3192,554,Spain,Male,66,8,0.0,2,1,1,116747.62,0,0,1,PLATINUM,259
7198,670,France,Male,33,6,88294.6,1,1,0,66979.06,0,0,4,PLATINUM,222
2196,773,Germany,Male,47,2,118079.47,4,1,1,143007.49,1,1,4,PLATINUM,668
5512,627,France,Male,37,2,125190.86,1,0,1,84584.69,0,0,2,DIAMOND,582
109,479,Germany,Male,35,9,92833.89,1,1,0,99449.86,1,1,3,DIAMOND,328
4060,640,France,Female,29,4,0.0,2,1,0,44904.26,0,0,3,GOLD,758
2044,487,France,Male,45,2,0.0,2,1,0,77475.73,0,0,1,SILVER,360
2899,586,France,Female,35,7,0.0,2,1,0,70760.69,0,0,4,PLATINUM,481
7229,716,France,Female,29,6,0.0,2,1,1,98998.61,0,0,2,DIAMOND,545
7603,608,Spain,Female,28,4,0.0,2,1,0,10899.63,1,1,5,PLATINUM,391
1366,645,Spain,Female,37,7,0.0,2,1,0,13589.93,0,0,4,DIAMOND,318
9517,543,Germany,Male,37,8,140894.06,2,1,1,118059.19,0,0,1,GOLD,623
